epoch,split,loss,accuracy
53,train,0.687525,,
53,valid,0.687525,0.497800,0.4916024127918175
53,test,0.687525,0.503600,0.5043825167974176
54,train,0.687503,,
54,valid,0.687503,0.496800,0.4915295325556855
54,test,0.687503,0.504100,0.5047389214164215
55,train,0.687497,,
55,valid,0.687497,0.496100,0.4914052321529522
55,test,0.687497,0.503900,0.5043916169153552
56,train,0.687483,,
56,valid,0.687483,0.496200,0.4913809520742847
56,test,0.687483,0.503800,0.5049687243946682
57,train,0.687478,,
57,valid,0.687478,0.496200,0.4912314915900327
57,test,0.687478,0.503600,0.5048554229262812
58,train,0.687460,,
58,valid,0.687460,0.496000,0.49094099064880975
58,test,0.687460,0.503600,0.5048748231777084
59,train,0.687453,,
59,valid,0.687453,0.495800,0.4908641103997177
59,test,0.687453,0.503600,0.5047385814120151
60,train,0.687441,,
60,valid,0.687441,0.494200,0.4908261902768565
60,test,0.687441,0.504000,0.5049446640828466
61,train,0.687426,,
61,valid,0.687426,0.493700,0.49066516975514995
61,test,0.687426,0.504000,0.5049688043957049
62,train,0.687418,,
62,valid,0.687418,0.495200,0.49046086909321585
62,test,0.687418,0.504600,0.5052363478630684
63,train,0.687414,,
63,valid,0.687414,0.494400,0.4902412483816448
63,test,0.687414,0.503000,0.5055585920393528
64,train,0.687405,,
64,valid,0.687405,0.494100,0.49000428761389186
64,test,0.687405,0.503200,0.5052652482376171
65,train,0.687390,,
65,valid,0.687390,0.494600,0.4897405267593067
65,test,0.687390,0.502200,0.505159706869801
66,train,0.687378,,
66,valid,0.687378,0.495200,0.4896921066024254
66,test,0.687378,0.502900,0.5050654456481756
67,train,0.687376,,
67,valid,0.687376,0.495000,0.48969016659613984
67,test,0.687376,0.502700,0.5052699882990483
68,train,0.687360,,
68,valid,0.687360,0.494000,0.4894433257963756
68,test,0.687360,0.503800,0.5054043100398581
69,train,0.687356,,
69,valid,0.687356,0.492300,0.4890106443944878
69,test,0.687356,0.502100,0.5053548493988482
70,train,0.687349,,
70,valid,0.687349,0.492500,0.4891681849049191
70,test,0.687349,0.505000,0.5052077674926667
71,train,0.687336,,
71,valid,0.687336,0.494000,0.4891083447110369
71,test,0.687336,0.503200,0.5050616255986677
72,train,0.687328,,
72,valid,0.687328,0.493000,0.4890006443620877
72,test,0.687328,0.503000,0.5052688082837553
73,train,0.687322,,
73,valid,0.687322,0.495200,0.4887773236385286
73,test,0.687322,0.503300,0.5054628707988056
74,train,0.687308,,
74,valid,0.687308,0.494700,0.4885800629994041
74,test,0.687308,0.503200,0.5053651895328564
75,train,0.687312,,
75,valid,0.687312,0.494000,0.4885865630204642
75,test,0.687312,0.503100,0.5051480467186855
76,train,0.687294,,
76,valid,0.687294,0.493600,0.4887341834987546
76,test,0.687294,0.502300,0.5051693669949963
77,train,0.687293,,
77,valid,0.687293,0.494400,0.48869068335781407
77,test,0.687293,0.503200,0.5052823084587177
78,train,0.687292,,
78,valid,0.687292,0.492500,0.48849894273657446
78,test,0.687292,0.503400,0.505264448227249
79,train,0.687274,,
79,valid,0.687274,0.492100,0.48870530340518303
79,test,0.687274,0.502900,0.5051723270333583
80,train,0.687266,,
80,valid,0.687266,0.492800,0.48855384291445103
80,test,0.687266,0.502400,0.5053241290007119
81,train,0.687258,,
81,valid,0.687258,0.492800,0.48852854283247876
81,test,0.687258,0.503200,0.5052103675263631
82,train,0.687256,,
82,valid,0.687256,0.493100,0.4884132624589703
82,test,0.687256,0.502700,0.5054177102135243
83,train,0.687251,,
83,valid,0.687251,0.493100,0.4881613816428765
83,test,0.687251,0.503200,0.5052254477218026
84,train,0.687245,,
84,valid,0.687245,0.493600,0.4880080611461181
84,test,0.687245,0.502500,0.5052685082798674
85,train,0.687239,,
85,valid,0.687239,0.494300,0.4881466615951835
85,test,0.687239,0.501500,0.5049866646271736
86,train,0.687235,,
86,valid,0.687235,0.494500,0.4879349809093381
86,test,0.687235,0.502000,0.5053529893747423
87,train,0.687224,,
87,valid,0.687224,0.493200,0.4878901607641209
87,test,0.687224,0.502500,0.5056141327591606
88,train,0.687215,,
88,valid,0.687215,0.492900,0.48760323983449705
88,test,0.687215,0.501900,0.5054101501155456
89,train,0.687221,,
89,valid,0.687221,0.491600,0.48754095963270916
89,test,0.687221,0.502700,0.5053511693511548
90,train,0.687200,,
90,valid,0.687200,0.492500,0.4877652803595084
90,test,0.687200,0.502900,0.5054737909403306
91,train,0.687200,,
91,valid,0.687200,0.491100,0.4874773194265149
91,test,0.687200,0.502300,0.5050585855592689
92,train,0.687203,,
92,valid,0.687203,0.493500,0.4875123995401745
92,test,0.687203,0.500600,0.5050610255908916
93,train,0.687187,,
93,valid,0.687187,0.492900,0.4872896188183649
93,test,0.687187,0.502500,0.5052529880787255
94,train,0.687176,,
94,valid,0.687176,0.492500,0.487546479650594
94,test,0.687176,0.501400,0.5051487667280168
95,train,0.687182,,
95,valid,0.687182,0.491100,0.48743273928207526
95,test,0.687182,0.501000,0.5051678269750375
96,train,0.687164,,
96,valid,0.687164,0.491100,0.4874909994708383
96,test,0.687164,0.501200,0.5049109836463481
97,train,0.687174,,
97,valid,0.687174,0.489900,0.4872452186745085
97,test,0.687174,0.501500,0.5046243999322231
98,train,0.687163,,
98,valid,0.687163,0.493200,0.4870749981229939
98,test,0.687163,0.500700,0.5051482267210183
99,train,0.687165,,
99,valid,0.687165,0.492100,0.486893997536552
99,test,0.687165,0.500800,0.505170127004846
0,train,0.585114,,
0,valid,0.585114,1.000000,
0,test,0.585114,1.000000,
1,train,0.346246,,
1,valid,0.346246,1.000000,
1,test,0.346246,1.000000,
2,train,0.139098,,
2,valid,0.139098,1.000000,
2,test,0.139098,1.000000,
3,train,0.055908,,
3,valid,0.055908,1.000000,
3,test,0.055908,1.000000,
4,train,0.025535,,
4,valid,0.025535,1.000000,
4,test,0.025535,1.000000,
5,train,0.012827,,
5,valid,0.012827,1.000000,
5,test,0.012827,1.000000,
6,train,0.006844,,
6,valid,0.006844,1.000000,
6,test,0.006844,1.000000,
7,train,0.003790,,
7,valid,0.003790,1.000000,
7,test,0.003790,1.000000,
8,train,0.002141,,
8,valid,0.002141,1.000000,
8,test,0.002141,1.000000,
9,train,0.001217,,
9,valid,0.001217,1.000000,
9,test,0.001217,1.000000,
10,train,0.000685,,
10,valid,0.000685,1.000000,
10,test,0.000685,1.000000,
11,train,0.000373,,
11,valid,0.000373,1.000000,
11,test,0.000373,1.000000,
12,train,0.000187,,
12,valid,0.000187,1.000000,
12,test,0.000187,1.000000,
13,train,0.000075,,
13,valid,0.000075,1.000000,
13,test,0.000075,1.000000,
14,train,0.000008,,
14,valid,0.000008,1.000000,
14,test,0.000008,1.000000,
15,train,-0.000034,,
15,valid,-0.000034,1.000000,
15,test,-0.000034,1.000000,
16,train,-0.000059,,
16,valid,-0.000059,1.000000,
16,test,-0.000059,1.000000,
17,train,-0.000075,,
17,valid,-0.000075,1.000000,
17,test,-0.000075,1.000000,
18,train,-0.000084,,
18,valid,-0.000084,1.000000,
18,test,-0.000084,1.000000,
19,train,-0.000090,,
19,valid,-0.000090,1.000000,
19,test,-0.000090,1.000000,
20,train,-0.000094,,
20,valid,-0.000094,1.000000,
20,test,-0.000094,1.000000,
21,train,-0.000096,,
21,valid,-0.000096,1.000000,
21,test,-0.000096,1.000000,
22,train,-0.000098,,
22,valid,-0.000098,1.000000,
22,test,-0.000098,1.000000,
23,train,-0.000098,,
23,valid,-0.000098,1.000000,
23,test,-0.000098,1.000000,
24,train,-0.000099,,
24,valid,-0.000099,1.000000,
24,test,-0.000099,1.000000,
25,train,-0.000099,,
25,valid,-0.000099,1.000000,
25,test,-0.000099,1.000000,
26,train,-0.000100,,
26,valid,-0.000100,1.000000,
26,test,-0.000100,1.000000,
27,train,-0.000100,,
27,valid,-0.000100,1.000000,
27,test,-0.000100,1.000000,
28,train,-0.000100,,
28,valid,-0.000100,1.000000,
28,test,-0.000100,1.000000,
29,train,-0.000100,,
29,valid,-0.000100,1.000000,
29,test,-0.000100,1.000000,
30,train,-0.000100,,
30,valid,-0.000100,1.000000,
30,test,-0.000100,1.000000,
31,train,-0.000100,,
31,valid,-0.000100,1.000000,
31,test,-0.000100,1.000000,
32,train,-0.000100,,
32,valid,-0.000100,1.000000,
32,test,-0.000100,1.000000,
33,train,-0.000100,,
33,valid,-0.000100,1.000000,
33,test,-0.000100,1.000000,
34,train,-0.000100,,
34,valid,-0.000100,1.000000,
34,test,-0.000100,1.000000,
35,train,-0.000100,,
35,valid,-0.000100,1.000000,
35,test,-0.000100,1.000000,
36,train,-0.000100,,
36,valid,-0.000100,1.000000,
36,test,-0.000100,1.000000,
37,train,-0.000100,,
37,valid,-0.000100,1.000000,
37,test,-0.000100,1.000000,
38,train,-0.000100,,
38,valid,-0.000100,1.000000,
38,test,-0.000100,1.000000,
39,train,-0.000100,,
39,valid,-0.000100,1.000000,
39,test,-0.000100,1.000000,
40,train,-0.000100,,
40,valid,-0.000100,1.000000,
40,test,-0.000100,1.000000,
41,train,-0.000100,,
41,valid,-0.000100,1.000000,
41,test,-0.000100,1.000000,
42,train,-0.000100,,
42,valid,-0.000100,1.000000,
42,test,-0.000100,1.000000,
43,train,-0.000100,,
43,valid,-0.000100,1.000000,
43,test,-0.000100,1.000000,
44,train,-0.000100,,
44,valid,-0.000100,1.000000,
44,test,-0.000100,1.000000,
45,train,-0.000100,,
45,valid,-0.000100,1.000000,
45,test,-0.000100,1.000000,
46,train,-0.000100,,
46,valid,-0.000100,1.000000,
46,test,-0.000100,1.000000,
47,train,-0.000100,,
47,valid,-0.000100,1.000000,
47,test,-0.000100,1.000000,
48,train,-0.000100,,
48,valid,-0.000100,1.000000,
48,test,-0.000100,1.000000,
49,train,-0.000100,,
49,valid,-0.000100,1.000000,
49,test,-0.000100,1.000000,
50,train,-0.000100,,
50,valid,-0.000100,1.000000,
50,test,-0.000100,1.000000,
51,train,-0.000100,,
51,valid,-0.000100,1.000000,
51,test,-0.000100,1.000000,
52,train,-0.000100,,
52,valid,-0.000100,1.000000,
52,test,-0.000100,1.000000,
53,train,-0.000100,,
53,valid,-0.000100,1.000000,
53,test,-0.000100,1.000000,
54,train,-0.000100,,
54,valid,-0.000100,1.000000,
54,test,-0.000100,1.000000,
55,train,-0.000100,,
55,valid,-0.000100,1.000000,
55,test,-0.000100,1.000000,
56,train,-0.000100,,
56,valid,-0.000100,1.000000,
56,test,-0.000100,1.000000,
57,train,-0.000100,,
57,valid,-0.000100,1.000000,
57,test,-0.000100,1.000000,
58,train,-0.000100,,
58,valid,-0.000100,1.000000,
58,test,-0.000100,1.000000,
59,train,-0.000100,,
59,valid,-0.000100,1.000000,
59,test,-0.000100,1.000000,
60,train,-0.000100,,
60,valid,-0.000100,1.000000,
60,test,-0.000100,1.000000,
61,train,-0.000100,,
61,valid,-0.000100,1.000000,
61,test,-0.000100,1.000000,
62,train,-0.000100,,
62,valid,-0.000100,1.000000,
62,test,-0.000100,1.000000,
63,train,-0.000100,,
63,valid,-0.000100,1.000000,
63,test,-0.000100,1.000000,
64,train,-0.000100,,
64,valid,-0.000100,1.000000,
64,test,-0.000100,1.000000,
65,train,-0.000100,,
65,valid,-0.000100,1.000000,
65,test,-0.000100,1.000000,
66,train,-0.000100,,
66,valid,-0.000100,1.000000,
66,test,-0.000100,1.000000,
67,train,-0.000100,,
67,valid,-0.000100,1.000000,
67,test,-0.000100,1.000000,
68,train,-0.000100,,
68,valid,-0.000100,1.000000,
68,test,-0.000100,1.000000,
69,train,-0.000100,,
69,valid,-0.000100,1.000000,
69,test,-0.000100,1.000000,
70,train,-0.000100,,
70,valid,-0.000100,1.000000,
70,test,-0.000100,1.000000,
71,train,-0.000100,,
71,valid,-0.000100,1.000000,
71,test,-0.000100,1.000000,
72,train,-0.000100,,
72,valid,-0.000100,1.000000,
72,test,-0.000100,1.000000,
73,train,-0.000100,,
73,valid,-0.000100,1.000000,
73,test,-0.000100,1.000000,
74,train,-0.000100,,
74,valid,-0.000100,1.000000,
74,test,-0.000100,1.000000,
75,train,-0.000100,,
75,valid,-0.000100,1.000000,
75,test,-0.000100,1.000000,
76,train,-0.000100,,
76,valid,-0.000100,1.000000,
76,test,-0.000100,1.000000,
77,train,-0.000100,,
77,valid,-0.000100,1.000000,
77,test,-0.000100,1.000000,
78,train,-0.000100,,
78,valid,-0.000100,1.000000,
78,test,-0.000100,1.000000,
79,train,-0.000100,,
79,valid,-0.000100,1.000000,
79,test,-0.000100,1.000000,
80,train,-0.000100,,
80,valid,-0.000100,1.000000,
80,test,-0.000100,1.000000,
81,train,-0.000100,,
81,valid,-0.000100,1.000000,
81,test,-0.000100,1.000000,
82,train,-0.000100,,
82,valid,-0.000100,1.000000,
82,test,-0.000100,1.000000,
83,train,-0.000100,,
83,valid,-0.000100,1.000000,
83,test,-0.000100,1.000000,
84,train,-0.000100,,
84,valid,-0.000100,1.000000,
84,test,-0.000100,1.000000,
85,train,-0.000100,,
85,valid,-0.000100,1.000000,
85,test,-0.000100,1.000000,
86,train,-0.000100,,
86,valid,-0.000100,1.000000,
86,test,-0.000100,1.000000,
87,train,-0.000100,,
87,valid,-0.000100,1.000000,
87,test,-0.000100,1.000000,
88,train,-0.000100,,
88,valid,-0.000100,1.000000,
88,test,-0.000100,1.000000,
89,train,-0.000100,,
